filename,lat,lon,class_code,class_name,dominant_prop,nodata_frac,is_mixed,is_nodata
28.4854_77.6322.png,28.4854,77.6322,40,Cropland,0.99468994140625,0.0,False,False
28.9266_77.5410.png,28.9266,77.541,40,Cropland,0.89501953125,0.0,False,False
28.6854_76.8822.png,28.6854,76.8822,40,Cropland,0.9896240234375,0.0,False,False
28.4178_77.2943.png,28.4178,77.2943,30,Grassland,0.61260986328125,0.0,False,False
28.4266_77.5733.png,28.4266,77.5733,40,Cropland,0.97021484375,0.0,False,False
28.4442_77.5146.png,28.4442,77.5146,40,Cropland,0.94818115234375,0.0,False,False
28.2266_77.0944.png,28.2266,77.0944,40,Cropland,0.92840576171875,0.0,False,False
28.7056_77.5557.png,28.7056,77.5557,20,Shrubland,0.9403076171875,0.0,False,False
28.8767_77.6443.png,28.8767,77.6443,40,Cropland,0.71466064453125,0.0,False,False
28.6267_77.1058.png,28.6267,77.1058,40,Cropland,0.528564453125,0.0,False,False
28.4590_77.5322.png,28.459,77.5322,40,Cropland,0.868408203125,0.0,False,False
28.8057_77.2322.png,28.8057,77.2322,50,Built-up,0.978759765625,0.0,False,False
28.8943_77.3822.png,28.8943,77.3822,40,Cropland,0.5201416015625,0.0,False,False
28.3442_77.3233.png,28.3442,77.3233,50,Built-up,0.327392578125,0.0,True,False
28.7679_77.2410.png,28.7679,77.241,50,Built-up,0.98321533203125,0.0,False,False
28.8442_77.1410.png,28.8442,77.141,40,Cropland,0.83575439453125,0.0,False,False
28.5179_77.1733.png,28.5179,77.1733,50,Built-up,0.96075439453125,0.0,False,False
28.9090_77.6058.png,28.909,77.6058,40,Cropland,0.84796142578125,0.0,False,False
28.6355_77.5058.png,28.6355,77.5058,40,Cropland,0.96826171875,0.0,False,False
28.8178_76.9646.png,28.8178,76.9646,40,Cropland,0.815185546875,0.0,False,False
28.5355_77.5909.png,28.5355,77.5909,40,Cropland,0.59649658203125,0.0,False,False
28.3354_77.1645.png,28.3354,77.1645,50,Built-up,0.515625,0.0,False,False
28.6091_77.0944.png,28.6091,77.0944,40,Cropland,0.57977294921875,0.0,False,False
28.8442_76.8646.png,28.8442,76.8646,50,Built-up,0.9171142578125,0.0,False,False
28.2266_77.3822.png,28.2266,77.3822,40,Cropland,0.72674560546875,0.0,False,False
28.2591_77.1909.png,28.2591,77.1909,40,Cropland,0.90325927734375,0.0,False,False
28.3556_77.5557.png,28.3556,77.5557,40,Cropland,0.67584228515625,0.0,False,False
28.2943_77.6146.png,28.2943,77.6146,40,Cropland,0.7755126953125,0.0,False,False
28.5443_77.6322.png,28.5443,77.6322,40,Cropland,0.51702880859375,0.0,False,False
28.2943_77.3057.png,28.2943,77.3057,50,Built-up,0.54949951171875,0.0,False,False
28.5590_77.2822.png,28.559,77.2822,50,Built-up,0.5181884765625,0.0,False,False
28.6056_77.2822.png,28.6056,77.2822,50,Built-up,0.79876708984375,0.0,False,False
28.9942_77.3057.png,28.9942,77.3057,40,Cropland,0.7869873046875,0.0,False,False
28.3354_77.0058.png,28.3354,77.0058,40,Cropland,0.7294921875,0.0,False,False
28.8178_77.0557.png,28.8178,77.0557,50,Built-up,0.61871337890625,0.0,False,False
28.3090_77.0733.png,28.309,77.0733,40,Cropland,0.88018798828125,0.0,False,False
28.8679_77.3321.png,28.8679,77.3321,40,Cropland,0.46282958984375,0.0,True,False
28.2855_77.6058.png,28.2855,77.6058,40,Cropland,0.61962890625,0.0,False,False
28.8442_77.3910.png,28.8442,77.391,50,Built-up,0.91180419921875,0.0,False,False
28.4178_77.1821.png,28.4178,77.1821,50,Built-up,0.96209716796875,0.0,False,False
28.2767_77.2410.png,28.2767,77.241,40,Cropland,0.9608154296875,0.0,False,False
28.6590_77.4558.png,28.659,77.4558,10,Tree cover,0.55511474609375,0.0,False,False
28.7090_77.4944.png,28.709,77.4944,20,Shrubland,0.540283203125,0.0,False,False
28.7178_77.6146.png,28.7178,77.6146,40,Cropland,0.8082275390625,0.0,False,False
28.6443_77.1443.png,28.6443,77.1443,50,Built-up,0.54937744140625,0.0,False,False
28.4942_77.3646.png,28.4942,77.3646,40,Cropland,0.67132568359375,0.0,False,False
28.2591_77.4944.png,28.2591,77.4944,40,Cropland,0.721923828125,0.0,False,False
28.2679_77.2822.png,28.2679,77.2822,40,Cropland,0.93878173828125,0.0,False,False
28.6766_77.5234.png,28.6766,77.5234,10,Tree cover,0.32818603515625,0.0,True,False
28.6557_77.3444.png,28.6557,77.3444,10,Tree cover,0.53179931640625,0.0,False,False
28.3679_77.5821.png,28.3679,77.5821,40,Cropland,0.735595703125,0.0,False,False
28.2266_77.3233.png,28.2266,77.3233,40,Cropland,0.80572509765625,0.0,False,False
28.4590_77.2322.png,28.459,77.2322,50,Built-up,0.73345947265625,0.0,False,False
28.8591_76.9443.png,28.8591,76.9443,40,Cropland,0.98095703125,0.0,False,False
28.6678_77.0645.png,28.6678,77.0645,40,Cropland,0.59014892578125,0.0,False,False
28.6179_77.2234.png,28.6179,77.2234,50,Built-up,0.5401611328125,0.0,False,False
28.9442_76.8822.png,28.9442,76.8822,40,Cropland,0.96624755859375,0.0,False,False
28.3943_77.0322.png,28.3943,77.0322,40,Cropland,0.86663818359375,0.0,False,False
28.6443_77.3943.png,28.6443,77.3943,10,Tree cover,0.4638671875,0.0,True,False
28.3679_77.1909.png,28.3679,77.1909,40,Cropland,0.40966796875,0.0,True,False
28.9678_77.0410.png,28.9678,77.041,40,Cropland,0.890625,0.0,False,False
28.4090_76.9233.png,28.409,76.9233,40,Cropland,0.84930419921875,0.0,False,False
28.9090_77.1234.png,28.909,77.1234,40,Cropland,0.5225830078125,0.0,False,False
28.7442_77.2234.png,28.7442,77.2234,50,Built-up,0.69610595703125,0.0,False,False
28.2767_77.5909.png,28.2767,77.5909,40,Cropland,0.73614501953125,0.0,False,False
28.4942_77.0733.png,28.4942,77.0733,40,Cropland,0.68389892578125,0.0,False,False
28.9766_77.0146.png,28.9766,77.0146,40,Cropland,0.82611083984375,0.0,False,False
28.3442_77.6058.png,28.3442,77.6058,40,Cropland,0.8924560546875,0.0,False,False
28.4854_77.0058.png,28.4854,77.0058,40,Cropland,0.76556396484375,0.0,False,False
28.4556_76.9233.png,28.4556,76.9233,40,Cropland,0.86865234375,0.0,False,False
28.9057_77.6234.png,28.9057,77.6234,40,Cropland,0.83209228515625,0.0,False,False
28.3057_76.8943.png,28.3057,76.8943,40,Cropland,0.689697265625,0.0,False,False
28.8266_77.3822.png,28.8266,77.3822,50,Built-up,0.92059326171875,0.0,False,False
28.8354_76.9822.png,28.8354,76.9822,40,Cropland,0.80853271484375,0.0,False,False
28.9590_77.0944.png,28.959,77.0944,40,Cropland,0.95086669921875,0.0,False,False
28.8556_76.9321.png,28.8556,76.9321,40,Cropland,0.76092529296875,0.0,False,False
28.2943_77.6058.png,28.2943,77.6058,40,Cropland,0.5911865234375,0.0,False,False
28.8442_76.8558.png,28.8442,76.8558,50,Built-up,0.8409423828125,0.0,False,False
28.5267_77.1943.png,28.5267,77.1943,50,Built-up,0.87445068359375,0.0,False,False
28.6766_77.1557.png,28.6766,77.1557,50,Built-up,0.794189453125,0.0,False,False
28.3266_77.2146.png,28.3266,77.2146,40,Cropland,0.37591552734375,0.0,True,False
28.4766_77.4443.png,28.4766,77.4443,40,Cropland,0.42498779296875,0.0,True,False
28.5942_77.4057.png,28.5942,77.4057,20,Shrubland,0.57379150390625,0.0,False,False
28.6678_77.4944.png,28.6678,77.4944,20,Shrubland,0.46551513671875,0.0,True,False
28.6355_77.4145.png,28.6355,77.4145,20,Shrubland,0.450439453125,0.0,True,False
28.6056_77.0146.png,28.6056,77.0146,40,Cropland,0.9454345703125,0.0,False,False
28.4590_77.4944.png,28.459,77.4944,40,Cropland,0.5223388671875,0.0,False,False
28.4178_77.1943.png,28.4178,77.1943,50,Built-up,0.9013671875,0.0,False,False
28.8442_77.3943.png,28.8442,77.3943,50,Built-up,0.8792724609375,0.0,False,False
28.4590_77.2910.png,28.459,77.291,50,Built-up,0.3983154296875,0.0,True,False
28.5766_77.3321.png,28.5766,77.3321,50,Built-up,0.4095458984375,0.0,True,False
28.4090_77.1557.png,28.409,77.1557,50,Built-up,0.69097900390625,0.0,False,False
28.9057_77.5821.png,28.9057,77.5821,40,Cropland,0.9715576171875,0.0,False,False
28.5443_76.9944.png,28.5443,76.9944,40,Cropland,0.873291015625,0.0,False,False
28.4090_77.1821.png,28.409,77.1821,50,Built-up,0.89849853515625,0.0,False,False
28.3679_77.3057.png,28.3679,77.3057,40,Cropland,0.51263427734375,0.0,False,False
28.5942_76.9558.png,28.5942,76.9558,40,Cropland,0.816162109375,0.0,False,False
28.3943_76.8558.png,28.3943,76.8558,40,Cropland,0.7686767578125,0.0,False,False
28.8556_77.2146.png,28.8556,77.2146,40,Cropland,0.6907958984375,0.0,False,False
28.4590_77.4409.png,28.459,77.4409,40,Cropland,0.65521240234375,0.0,False,False
28.7178_77.3057.png,28.7178,77.3057,50,Built-up,0.7039794921875,0.0,False,False
28.6443_77.1733.png,28.6443,77.1733,50,Built-up,0.847412109375,0.0,False,False
28.7591_77.2146.png,28.7591,77.2146,50,Built-up,0.9102783203125,0.0,False,False
28.2557_76.9145.png,28.2557,76.9145,40,Cropland,0.7159423828125,0.0,False,False
28.5179_77.5058.png,28.5179,77.5058,50,Built-up,0.9326171875,0.0,False,False
28.8354_77.5234.png,28.8354,77.5234,10,Tree cover,0.59698486328125,0.0,False,False
28.5678_76.9233.png,28.5678,76.9233,40,Cropland,0.70721435546875,0.0,False,False
28.3090_76.9646.png,28.309,76.9646,40,Cropland,0.49462890625,0.0,True,False
28.4266_77.2410.png,28.4266,77.241,50,Built-up,0.46600341796875,0.0,True,False
